LocalityID	CollectorName	LastNameGuess	VerbatimCollectors	FieldNo	iYear	VerbatimDate
6678	R.D. Suttkus	Suttkus	R.D. & M.G. Suttkus	RDS 529	1948	5/7/1948
6678	M.G. Suttkus	Suttkus	R.D. & M.G. Suttkus	RDS 529	1948	5/7/1948
5456	R.D. Suttkus	Suttkus	"Suttkus, Cole & Gibbs"	RDS 1051	1949	12/6/1949
5456	Cole	Cole	"Suttkus, Cole & Gibbs"	RDS 1051	1949	12/6/1949
5456	Gibbs	Gibbs	"Suttkus, Cole & Gibbs"	RDS 1051	1949	12/6/1949
18156	R.D. Suttkus	Suttkus	R.D. Suttkus & Ichthy. Class '49.	RDS 902	1949	29/4/1949
18156	Ichthy. Class '49.	Class Group	R.D. Suttkus & Ichthy. Class '49.	RDS 902	1949	29/4/1949
1855	E.C Raney	Raney	"E.C Raney, R.D. Suttkus, Backus & Robins"	ECR 1765	1950	30/3/1950
1855	R.D. Suttkus	Suttkus	"E.C Raney, R.D. Suttkus, Backus & Robins"	ECR 1765	1950	30/3/1950
1855	Backus	Backus	"E.C Raney, R.D. Suttkus, Backus & Robins"	ECR 1765	1950	30/3/1950
1855	Robins	Robins	"E.C Raney, R.D. Suttkus, Backus & Robins"	ECR 1765	1950	30/3/1950
4477	M.G. Suttkus	Suttkus	M.G. Suttkus	MGS	1950	0/0/1950
5802	R.D. Suttkus	Suttkus	"R.D. Suttkus, C.F. Cole & H.E. Evans"	RDS 1799	1950	12/4/1950
5802	C.F. Cole	Cole	"R.D. Suttkus, C.F. Cole & H.E. Evans"	RDS 1799	1950	12/4/1950
5802	H.E. Evans	Evans	"R.D. Suttkus, C.F. Cole & H.E. Evans"	RDS 1799	1950	12/4/1950
5803	E.C. Raney	Raney	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1813	1950	21/5/1950
5803	R.D. Suttkus	Suttkus	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1813	1950	21/5/1950
5803	Ichthy. Class	Class Group	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1813	1950	21/5/1950
5804	E.C. Raney	Raney	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1814	1950	21/5/1950
5804	R.D. Suttkus	Suttkus	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1814	1950	21/5/1950
5804	Ichthy. Class	Class Group	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1814	1950	21/5/1950
5805	E.C. Raney	Raney	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1816	1950	21/5/1950
5805	R.D. Suttkus	Suttkus	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1816	1950	21/5/1950
5805	Ichthy. Class	Class Group	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1816	1950	21/5/1950
5806	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 1820	1950	27/5/1950
5807	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 1821	1950	28/5/1950
5808	R.D. Suttkus	Suttkus	"R.D. Suttkus & R.H. Gibbs, Jr."	RDS 1823	1950	1/6/1950
5808	R.H. Gibbs Jr.	Gibbs	"R.D. Suttkus & R.H. Gibbs, Jr."	RDS 1823	1950	1/6/1950
5810	R.D. Suttkus	Suttkus	"R.D. Suttkus, P.K. Anderson & Stone"	RDS 2000	1950	21/10/1950
5810	P.K. Anderson	Anderson	"R.D. Suttkus, P.K. Anderson & Stone"	RDS 2000	1950	21/10/1950
5810	Stone	Stone	"R.D. Suttkus, P.K. Anderson & Stone"	RDS 2000	1950	21/10/1950
5811	R.D. Suttkus	Suttkus	R.D. Suttkus and P.K. Anderson	RDS 2001	1950	22/10/1950
5811	P.K. Anderson	Anderson	R.D. Suttkus and P.K. Anderson	RDS 2001	1950	22/10/1950
5812	R.D. Suttkus	Suttkus	R.D. Suttkus and C.L. Smith	RDS 2015	1950	"Oct 29, 1950"
5812	C.L. Smith	Smith	R.D. Suttkus and C.L. Smith	RDS 2015	1950	"Oct 29, 1950"
5813	R.D. Suttkus	Suttkus	R.D. Suttkus & C.L. Smith	RDS 2016	1950	29/10/1950
5813	C.L. Smith	Smith	R.D. Suttkus & C.L. Smith	RDS 2016	1950	29/10/1950
5814	R.D. Suttkus	Suttkus	R.D. Suttkus & M.G. Suttkus	RDS 2019	1950	11/11/1950
5814	M.G. Suttkus	Suttkus	R.D. Suttkus & M.G. Suttkus	RDS 2019	1950	11/11/1950
5815	R.D. Suttkus	Suttkus	R.D. Suttkus & M.G. Suttkus	RDS 2020	1950	11/11/1950
5815	M.G. Suttkus	Suttkus	R.D. Suttkus & M.G. Suttkus	RDS 2020	1950	11/11/1950
5816	R.D. Suttkus	Suttkus	R.D. Suttkus & M.G. Suttkus	RDS 2021	1950	12/11/1950
5816	M.G. Suttkus	Suttkus	R.D. Suttkus & M.G. Suttkus	RDS 2021	1950	12/11/1950
5817	R. D. Suttkus	Suttkus	R. D. Suttkus	RDS 2023	1950	17/11/1950
5818	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2024	1950	17/11/1950
5819	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2025	1950	17/11/1950
5820	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2027	1950	17/11/1950
5821	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2031	1950	18/11/1950
5822	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Gordon	RDS 2032	1950	30/11/1950
5822	R. Gordon	Gordon	R.D. Suttkus & R. Gordon	RDS 2032	1950	30/11/1950
5823	R.D. Suttkus	Suttkus	"R.D. Suttkus, C.G. Gillette & H. Ellis"	RDS 2036	1950	10/12/1950
5823	C.G. Gillette	Gillette	"R.D. Suttkus, C.G. Gillette & H. Ellis"	RDS 2036	1950	10/12/1950
5823	H. Ellis	Ellis	"R.D. Suttkus, C.G. Gillette & H. Ellis"	RDS 2036	1950	10/12/1950
9553	R.D. Suttkus	Suttkus	R.D. Suttkus	Z180021	1950	0/6/1950
13456	E.C. Raney	Raney	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1801	1950	5/5/1950
13456	R.D. Suttkus	Suttkus	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1801	1950	5/5/1950
13456	Ichthy. Class	Class Group	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1801	1950	5/5/1950
13457	R.D. Suttkus	Suttkus	R.D. Suttkus et. al.	RDS 1807	1950	13/5/1950
13457	et al.	et al.	R.D. Suttkus et. al.	RDS 1807	1950	13/5/1950
13458	R.D. Suttkus	Suttkus	R.D. Suttkus & R.L. Wigley	RDS 1808	1950	14 May 1950
13458	R.L. Wigley	Wigley	R.D. Suttkus & R.L. Wigley	RDS 1808	1950	14 May 1950
13459	R.D. Suttkus	Suttkus	"R.D. Suttkus, E. Rainey & Ichthy. Class"	RDS 1812	1950	19 May 1950
13459	E. Rainey	Rainey	"R.D. Suttkus, E. Rainey & Ichthy. Class"	RDS 1812	1950	19 May 1950
13459	Ichthy. Class	Class Group	"R.D. Suttkus, E. Rainey & Ichthy. Class"	RDS 1812	1950	19 May 1950
13460	E.C. Raney	Raney	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1815	1950	21/5/1950
13460	R.D. Suttkus	Suttkus	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1815	1950	21/5/1950
13460	Ichthy. Class	Class Group	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1815	1950	21/5/1950
13461	E.C. Raney	Raney	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1817	1950	21/5/1950
13461	R.D. Suttkus	Suttkus	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1817	1950	21/5/1950
13461	Ichthy. Class	Class Group	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1817	1950	21/5/1950
13462	R.D. Suttkus	Suttkus	R.D. Suttkus & H.E. Evans	RDS 1818	1950	24/5/1950
13462	H.E. Evans	Evans	R.D. Suttkus & H.E. Evans	RDS 1818	1950	24/5/1950
13463	E.C. Raney	Raney	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1819	1950	26/5/1950
13463	R.D. Suttkus	Suttkus	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1819	1950	26/5/1950
13463	Ichthy. Class	Class Group	"E.C. Raney, R.D. Suttkus & Ichthy. Class"	RDS 1819	1950	26/5/1950
13464	R.D. Suttkus	Suttkus	"RD Suttkus, RA Gibbs, JS Suttkus & N. Guttmann"	RDS 1825	1950	3/6/1950
13464	RA Gibbs	Gibbs	"RD Suttkus, RA Gibbs, JS Suttkus & N. Guttmann"	RDS 1825	1950	3/6/1950
13464	JS Suttkus	Suttkus	"RD Suttkus, RA Gibbs, JS Suttkus & N. Guttmann"	RDS 1825	1950	3/6/1950
13464	N. Guttmann	Guttmann	"RD Suttkus, RA Gibbs, JS Suttkus & N. Guttmann"	RDS 1825	1950	3/6/1950
13465	R.D. Suttkus	Suttkus	"R.D. Suttkus, J. Lange & E. Found"	RDS 1827	1950	5/6/1950
13465	J. Lange	Lange	"R.D. Suttkus, J. Lange & E. Found"	RDS 1827	1950	5/6/1950
13465	E. Found	Found	"R.D. Suttkus, J. Lange & E. Found"	RDS 1827	1950	5/6/1950
13466	R.D. Suttkus	Suttkus	"R.D. Suttkus, N. Guttmann & J. Forth"	RDS 1830	1950	9/6/1950
13466	N. Guttmann	Guttmann	"R.D. Suttkus, N. Guttmann & J. Forth"	RDS 1830	1950	9/6/1950
13466	J. Forth	Forth	"R.D. Suttkus, N. Guttmann & J. Forth"	RDS 1830	1950	9/6/1950
13467	R.D. Suttkus	Suttkus	"R.D. Suttkus, N. Guttmann & J. Furth"	RDS 1831	1950	9/6/1950
13467	N. Guttmann	Guttmann	"R.D. Suttkus, N. Guttmann & J. Furth"	RDS 1831	1950	9/6/1950
13467	J. Furth	Furth	"R.D. Suttkus, N. Guttmann & J. Furth"	RDS 1831	1950	9/6/1950
13468	R.D. Suttkus	Suttkus	R.D. Suttkus & C.E. Parker	RDS 1834	1950	12/6/1950
13468	C.E. Parker	Parker	R.D. Suttkus & C.E. Parker	RDS 1834	1950	12/6/1950
13469	R.D. Suttkus	Suttkus	R.D. Suttkus & C.E. Parker	RDS 1835	1950	12/6/1950
13469	C.E. Parker	Parker	R.D. Suttkus & C.E. Parker	RDS 1835	1950	12/6/1950
13470	R.D. Suttkus	Suttkus	"R.D. Suttkus, R.L. Wigley & Statemen"	RDS 1839	1950	20/6/1950
13470	R.L. Wigley	Wigley	"R.D. Suttkus, R.L. Wigley & Statemen"	RDS 1839	1950	20/6/1950
13470	Statemen	Statemen	"R.D. Suttkus, R.L. Wigley & Statemen"	RDS 1839	1950	20/6/1950
13471	R.D. Suttkus	Suttkus	R.D. Suttkus & Statemen	RDS 1840	1950	22/6/1950
13471	Statemen	Statemen	R.D. Suttkus & Statemen	RDS 1840	1950	22/6/1950
13472	R.D. Suttkus	Suttkus	R.D. Suttkus & R.L. Wigley	RDS 1855	1950	28/7/1950
13472	R.L. Wigley	Wigley	R.D. Suttkus & R.L. Wigley	RDS 1855	1950	28/7/1950
13473	R.D. Suttkus	Suttkus	R.D. Suttkus and C.L. Smith	RDS 2002	1950	27/10/1950
13473	C.L. Smith	Smith	R.D. Suttkus and C.L. Smith	RDS 2002	1950	27/10/1950
13474	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2003	1950	27/10/1950
13475	R.D. Suttkus	Suttkus	R.D. Suttkus and C.L. Smith	RDS 2004	1950	27/10/1950
13475	C.L. Smith	Smith	R.D. Suttkus and C.L. Smith	RDS 2004	1950	27/10/1950
13476	R.D. Suttkus	Suttkus	R.D. Suttkus and C.L. Smith	RDS 2006	1950	27 Oct 1950
13476	C.L. Smith	Smith	R.D. Suttkus and C.L. Smith	RDS 2006	1950	27 Oct 1950
13477	R.D. Suttkus	Suttkus	R.D. Suttkus and C.L. Smith	RDS 2007	1950	"Oct 28, 1950"
13477	C.L. Smith	Smith	R.D. Suttkus and C.L. Smith	RDS 2007	1950	"Oct 28, 1950"
13478	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2008	1950	"Oct 28, 1950"
13479	R.D. Suttkus	Suttkus	Suttkus & Smith	RDS 2009	1950	28/10/1950
13479	Smith	Smith	Suttkus & Smith	RDS 2009	1950	28/10/1950
13480	R.D. Suttkus	Suttkus	R.D. Suttkus and C.L. Smith	RDS 2010	1950	"Oct 28, 1950"
13480	C.L. Smith	Smith	R.D. Suttkus and C.L. Smith	RDS 2010	1950	"Oct 28, 1950"
13481	R.D. Suttkus	Suttkus	R.D. Suttkus and C.L. Smith	RDS 2011	1950	"Oct 28, 1950"
13481	C.L. Smith	Smith	R.D. Suttkus and C.L. Smith	RDS 2011	1950	"Oct 28, 1950"
13482	R.D. Suttkus	Suttkus	"R.D. Suttkus, C.L. Smith"	RDS 2012	1950	"Oct 28, 1950"
13482	C.L. Smith	Smith	"R.D. Suttkus, C.L. Smith"	RDS 2012	1950	"Oct 28, 1950"
13483	R.D. Suttkus	Suttkus	R.D. Suttkus and C.L. Smith	RDS 2013	1950	"Oct. 28, 1950"
13483	C.L. Smith	Smith	R.D. Suttkus and C.L. Smith	RDS 2013	1950	"Oct. 28, 1950"
13484	R.D. Suttkus	Suttkus	R.D. Suttkus and C.L. Smith	RDS 2014	1950	29/10/1950
13484	C.L. Smith	Smith	R.D. Suttkus and C.L. Smith	RDS 2014	1950	29/10/1950
13485	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2030	1950	18/11/1950
13486	R.D. Suttkus	Suttkus	R.D. Suttkus & C.L. Smith	RDS 2033	1950	3 December 1950
13486	C.L. Smith	Smith	R.D. Suttkus & C.L. Smith	RDS 2033	1950	3 December 1950
13487	R.D. Suttkus	Suttkus	R.D. Suttkus and Gillette	RDS 2034	1950	"Dec 9, 1950"
13487	Gillette	Gillette	R.D. Suttkus and Gillette	RDS 2034	1950	"Dec 9, 1950"
13488	R.D. Suttkus	Suttkus	R.D. Suttkus and Gillette	RDS 2035	1950	9 December 1950
13488	Gillette	Gillette	R.D. Suttkus and Gillette	RDS 2035	1950	9 December 1950
13489	R.D. Suttkus	Suttkus	R.D. Suttkus & P.K. Anderson	RDS 2037	1950	26/12/1950
13489	P.K. Anderson	Anderson	R.D. Suttkus & P.K. Anderson	RDS 2037	1950	26/12/1950
19454	R.D. Suttkus	Suttkus	R.D. Suttkus and C.L. Smith	RDS 2005	1950	27 Oct 1950
19454	C.L. Smith	Smith	R.D. Suttkus and C.L. Smith	RDS 2005	1950	27 Oct 1950
19455	R.D. Suttkus	Suttkus	R.D. Suttkus & R.W. Yerger	RDS 2017	1950	10/11/1950
19455	R.W. Yerger	Yerger	R.D. Suttkus & R.W. Yerger	RDS 2017	1950	10/11/1950
19456	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2028	1950	17/11/1950
19457	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2029	1950	18/11/1950
356	A.J. Suttkus	Suttkus	A.J. Suttkus	AJS-04-JUL-1951	1951	4/7/1951
5824	R.D. Suttkus	Suttkus	"R.D. Suttkus, F.R. Cagle, Field Zoo. Class"	RDS 2038	1951	7/1/1951
5824	F.R. Cagle	Cagle	"R.D. Suttkus, F.R. Cagle, Field Zoo. Class"	RDS 2038	1951	7/1/1951
5824	Field Zoo. Class	Class Group	"R.D. Suttkus, F.R. Cagle, Field Zoo. Class"	RDS 2038	1951	7/1/1951
5825	R.D. Suttkus	Suttkus	"R.D. Suttkus, Cagle, & Field Zool. Class"	RDS 2041	1951	7/1/1951
5825	Cagle	Cagle	"R.D. Suttkus, Cagle, & Field Zool. Class"	RDS 2041	1951	7/1/1951
5825	Field Zool. Class	Class Group	"R.D. Suttkus, Cagle, & Field Zool. Class"	RDS 2041	1951	7/1/1951
5826	R.D. Suttkus	Suttkus	R.D. Suttkus & Field Zoology Class	RDS 2042	1951	7/1/1951
5826	Field Zoology Class	Class Group	R.D. Suttkus & Field Zoology Class	RDS 2042	1951	7/1/1951
5827	R.D. Suttkus	Suttkus	R.D. Suttkus et. al.	RDS 2044	1951	1/2/1951
5827	et al.	et al.	R.D. Suttkus et. al.	RDS 2044	1951	1/2/1951
5828	R.D. Suttkus	Suttkus	R.D. Suttkus et. al.	RDS 2045	1951	1/2/1951
5828	et al.	et al.	R.D. Suttkus et. al.	RDS 2045	1951	1/2/1951
5829	R.D. Suttkus	Suttkus	R.D. Suttkus et. al.	RDS 2046	1951	1/2/1951
5829	et al.	et al.	R.D. Suttkus et. al.	RDS 2046	1951	1/2/1951
5830	R.D. Suttkus	Suttkus	R.D. Suttkus et. al.	RDS 2047	1951	1/2/1951
5830	et al.	et al.	R.D. Suttkus et. al.	RDS 2047	1951	1/2/1951
5831	R.D. Suttkus	Suttkus	R.D. Suttkus et. al.	RDS 2048	1951	2/2/1951
5831	et al.	et al.	R.D. Suttkus et. al.	RDS 2048	1951	2/2/1951
5832	R.D. Suttkus	Suttkus	R.D. Suttkus et. al.	RDS 2049	1951	2/2/1951
5832	et al.	et al.	R.D. Suttkus et. al.	RDS 2049	1951	2/2/1951
5833	R.D. Suttkus	Suttkus	R.D. Suttkus et. al.	RDS 2050	1951	2/2/1951
5833	et al.	et al.	R.D. Suttkus et. al.	RDS 2050	1951	2/2/1951
5834	R.D. Suttkus	Suttkus	"RDS, R.P. Jones, C.D. Hancock, S.T. Tucker"	RDS 2052	1951	3/2/1951
5834	R.P. Jones	Jones	"RDS, R.P. Jones, C.D. Hancock, S.T. Tucker"	RDS 2052	1951	3/2/1951
5834	C.D. Hancock	Hancock	"RDS, R.P. Jones, C.D. Hancock, S.T. Tucker"	RDS 2052	1951	3/2/1951
5834	S.T. Tucker	Tucker	"RDS, R.P. Jones, C.D. Hancock, S.T. Tucker"	RDS 2052	1951	3/2/1951
5835	R.D. Suttkus	Suttkus	R.D. Suttkus et. al.	RDS 2053	1951	3/2/1951
5835	et al.	et al.	R.D. Suttkus et. al.	RDS 2053	1951	3/2/1951
5836	R.D. Suttkus	Suttkus	R.D. Suttkus & Ichthy. 370	RDS 2059	1951	16/2/1951
5836	Ichthy. 370	Class Group	R.D. Suttkus & Ichthy. 370	RDS 2059	1951	16/2/1951
5837	R.D. Suttkus	Suttkus	R.D. Suttkus & Ichthy. Class	RDS 2060	1951	16/2/1951
5837	Ichthy. Class	Class Group	R.D. Suttkus & Ichthy. Class	RDS 2060	1951	16/2/1951
5838	R.D. Suttkus	Suttkus	R.D. Suttkus & Ichthy. 370	RDS 2066	1951	17/2/1951
5838	Ichthy. 370	Class Group	R.D. Suttkus & Ichthy. 370	RDS 2066	1951	17/2/1951
5839	R.D. Suttkus	Suttkus	"R.D Suttkus, C.G. Gillette & S.T. Tucker"	RDS 2068	1951	3/3/1951
5839	C.G. Gillette	Gillette	"R.D Suttkus, C.G. Gillette & S.T. Tucker"	RDS 2068	1951	3/3/1951
5839	S.T. Tucker	Tucker	"R.D Suttkus, C.G. Gillette & S.T. Tucker"	RDS 2068	1951	3/3/1951
5840	R.D. Suttkus	Suttkus	R.D. Suttkus and R. Yerger	RDS 2079	1951	24/3/1951
5840	R. Yerger	Yerger	R.D. Suttkus and R. Yerger	RDS 2079	1951	24/3/1951
5841	R.D. Suttkus	Suttkus	R.D. Suttkus and R. Yerger	RDS 2080	1951	24 Mar 1951
5841	R. Yerger	Yerger	R.D. Suttkus and R. Yerger	RDS 2080	1951	24 Mar 1951
5842	R.D. Suttkus	Suttkus	"R.D. Suttkus, P.K. Anderson & Gonzalez"	RDS 2082	1951	19/5/1951
5842	P.K. Anderson	Anderson	"R.D. Suttkus, P.K. Anderson & Gonzalez"	RDS 2082	1951	19/5/1951
5842	Gonzalez	Gonzalez	"R.D. Suttkus, P.K. Anderson & Gonzalez"	RDS 2082	1951	19/5/1951
5843	R.D. Suttkus	Suttkus	"R.D. Suttkus, P.K. Anderson & R. Gonzalez"	RDS 2083	1951	19/5/1951
5843	P.K. Anderson	Anderson	"R.D. Suttkus, P.K. Anderson & R. Gonzalez"	RDS 2083	1951	19/5/1951
5843	R. Gonzalez	Gonzalez	"R.D. Suttkus, P.K. Anderson & R. Gonzalez"	RDS 2083	1951	19/5/1951
5844	R.D. Suttkus	Suttkus	"R.D. Suttkus, P.K. Anderson, R. Gonzalez"	RDS 2084	1951	19/5/1951
5844	P.K. Anderson	Anderson	"R.D. Suttkus, P.K. Anderson, R. Gonzalez"	RDS 2084	1951	19/5/1951
5844	R. Gonzalez	Gonzalez	"R.D. Suttkus, P.K. Anderson, R. Gonzalez"	RDS 2084	1951	19/5/1951
5845	R.D. Suttkus	Suttkus	"R.D. Suttkus, P.K. Anderson & R. Gonzalez"	RDS 2085	1951	19/5/1951
5845	P.K. Anderson	Anderson	"R.D. Suttkus, P.K. Anderson & R. Gonzalez"	RDS 2085	1951	19/5/1951
5845	R. Gonzalez	Gonzalez	"R.D. Suttkus, P.K. Anderson & R. Gonzalez"	RDS 2085	1951	19/5/1951
5846	R.D. Suttkus	Suttkus	"R.D. Suttkus, P.K. Anderson & R. Gonzalez"	RDS 2086	1951	19/5/1951
5846	P.K. Anderson	Anderson	"R.D. Suttkus, P.K. Anderson & R. Gonzalez"	RDS 2086	1951	19/5/1951
5846	R. Gonzalez	Gonzalez	"R.D. Suttkus, P.K. Anderson & R. Gonzalez"	RDS 2086	1951	19/5/1951
5847	R.D. Suttkus	Suttkus	"R.D. Suttkus, P.K. Anderson & R. Gonzalez"	RDS 2087	1951	19/5/1951
5847	P.K. Anderson	Anderson	"R.D. Suttkus, P.K. Anderson & R. Gonzalez"	RDS 2087	1951	19/5/1951
5847	R. Gonzalez	Gonzalez	"R.D. Suttkus, P.K. Anderson & R. Gonzalez"	RDS 2087	1951	19/5/1951
5848	R.D. Suttkus	Suttkus	R.D. Suttkus et. al.	RDS 2095	1951	27/5/1951
5848	et al.	et al.	R.D. Suttkus et. al.	RDS 2095	1951	27/5/1951
5849	R.D. Suttkus	Suttkus	R.D. Suttkus & Hancock	RDS 2111	1951	29/5/1951
5849	Hancock	Hancock	R.D. Suttkus & Hancock	RDS 2111	1951	29/5/1951
5850	R.D. Suttkus	Suttkus	R.D. Suttkus & C.D. Hancock	RDS 2113	1951	30/5/1951
5850	C.D. Hancock	Hancock	R.D. Suttkus & C.D. Hancock	RDS 2113	1951	30/5/1951
5851	R.D. Suttkus	Suttkus	R.D. Suttkus & Hancock	RDS 2120	1951	31/5/1951
5851	Hancock	Hancock	R.D. Suttkus & Hancock	RDS 2120	1951	31/5/1951
5852	R.D. Suttkus	Suttkus	R.D. Suttkus & C.D. Hancock	RDS 2125	1951	31 May 1951
5852	C.D. Hancock	Hancock	R.D. Suttkus & C.D. Hancock	RDS 2125	1951	31 May 1951
5853	R.D. Suttkus	Suttkus	R.D. Suttkus & C.D. Hancock	RDS 2127	1951	1/6/1951
5853	C.D. Hancock	Hancock	R.D. Suttkus & C.D. Hancock	RDS 2127	1951	1/6/1951
5854	R.D. Suttkus	Suttkus	R.D. Suttkus & C.D. Hancock	RDS 2129	1951	1 June 1951
5854	C.D. Hancock	Hancock	R.D. Suttkus & C.D. Hancock	RDS 2129	1951	1 June 1951
5855	R.D. Suttkus	Suttkus	R.D. Suttkus & Hancock	RDS 2130	1951	1/6/1951
5855	Hancock	Hancock	R.D. Suttkus & Hancock	RDS 2130	1951	1/6/1951
5856	R.D. Suttkus	Suttkus	R.D. Suttkus & C.D. Hancock	RDS 2132	1951	2/6/1951
5856	C.D. Hancock	Hancock	R.D. Suttkus & C.D. Hancock	RDS 2132	1951	2/6/1951
5857	R.D. Suttkus	Suttkus	R.D. Suttkus & C.D. Hancock	RDS 2133	1951	2/6/1951
5857	C.D. Hancock	Hancock	R.D. Suttkus & C.D. Hancock	RDS 2133	1951	2/6/1951
5858	R.D. Suttkus	Suttkus	R.D. Suttkus & C.D. Hancock	RDS 2135	1951	2 June 1951
5858	C.D. Hancock	Hancock	R.D. Suttkus & C.D. Hancock	RDS 2135	1951	2 June 1951
5859	R.D. Suttkus	Suttkus	R.D. Suttkus & Anderson	RDS 2153	1951	25/6/1951
5859	Anderson	Anderson	R.D. Suttkus & Anderson	RDS 2153	1951	25/6/1951
5860	R.D. Suttkus	Suttkus	"R.D. Suttkus, C.D. Hancock & A. Black"	RDS 2166	1951	21/7/1951
5860	C.D. Hancock	Hancock	"R.D. Suttkus, C.D. Hancock & A. Black"	RDS 2166	1951	21/7/1951
5860	A. Black	Black	"R.D. Suttkus, C.D. Hancock & A. Black"	RDS 2166	1951	21/7/1951
5861	R.D. Suttkus	Suttkus	R.D. Suttkus & C.D. Hancock	RDS 2175	1951	21/9/1951
5861	C.D. Hancock	Hancock	R.D. Suttkus & C.D. Hancock	RDS 2175	1951	21/9/1951
5862	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2177	1951	8/11/1951
5863	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2178	1951	8/11/1951
5864	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2180	1951	8/11/1951
5865	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2182	1951	8/11/1951
5866	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2184	1951	9/11/1951
5867	R.D. Suttkus	Suttkus	R.D. Suttkus & Yerger	RDS 2193	1951	10/11/1951
5867	Yerger	Yerger	R.D. Suttkus & Yerger	RDS 2193	1951	10/11/1951
5868	R.D. Suttkus	Suttkus	R.D. Suttkus & Yerger	RDS 2194	1951	10/11/1951
5868	Yerger	Yerger	R.D. Suttkus & Yerger	RDS 2194	1951	10/11/1951
5869	R.D. Suttkus	Suttkus	R.D. Suttkus & E. Drivas	RDS 2197	1951	12/11/1951
5869	E. Drivas	Drivas	R.D. Suttkus & E. Drivas	RDS 2197	1951	12/11/1951
5870	R.D. Suttkus	Suttkus	R.D. Suttkus & E. Drivas	RDS 2198	1951	13/11/1951
5870	E. Drivas	Drivas	R.D. Suttkus & E. Drivas	RDS 2198	1951	13/11/1951
5871	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2199	1951	14/11/1951
5872	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2202	1951	14/11/1951
5873	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 2203	1951	18/11/1951
5874	R.D. Suttkus	Suttkus	R.D. Suttkus and P.K. Anderson	RDS 2208	1951	25/11/1951
5874	P.K. Anderson	Anderson	R.D. Suttkus and P.K. Anderson	RDS 2208	1951	25/11/1951
5948	R.D. Suttkus	Suttkus	R.D. Suttkus & Ichthy. Class	RDS 2395	1951	1 May 1951
5948	Ichthy. Class	Class Group	R.D. Suttkus & Ichthy. Class	RDS 2395	1951	1 May 1951
8362	Yerger	Yerger	"Yerger, Suttkus, Smyth & Hancock"	RWY 202	1951	27/5/1951
8362	R.D. Suttkus	Suttkus	"Yerger, Suttkus, Smyth & Hancock"	RWY 202	1951	27/5/1951
8362	Smyth	Smyth	"Yerger, Suttkus, Smyth & Hancock"	RWY 202	1951	27/5/1951
8362	Hancock	Hancock	"Yerger, Suttkus, Smyth & Hancock"	RWY 202	1951	27/5/1951
13490	R.D. Suttkus	Suttkus	"R.D. Suttkus, Cagle, & Field Zool. Class"	RDS 2039	1951	7/1/1951
13490	Cagle	Cagle	"R.D. Suttkus, Cagle, & Field Zool. Class"	RDS 2039	1951	7/1/1951
13490	Field Zool. Class	Class Group	"R.D. Suttkus, Cagle, & Field Zool. Class"	RDS 2039	1951	7/1/1951
